#HANDLE# O
fuzuli O
:D O
:D O

#HANDLE# O
cahit B-PERSON
sıtkı I-PERSON
tarancı E-PERSON
35 O
yaş O
abi O
yaş O
18de O
olsa O
:) O

Uyanmıyorsun O
diye O
tatlı O
kavgalarımız O
bile O
olabilir O
istersen? O
:) O

#HANDLE# O
bir O
problem O
mi O
var O
:D O

#HANDLE# O
slm O
birader. O

#HANDLE# O
Nitekim O
nefrette O
bir O
duygudur O
bebeğimmm O
:) O

yiyeceği O
şekerle O
parmagını O
kesebilen O
bir O
insanım O
:( O

#HANDLE# O
wellcome O
to O
your O
brand O
new O
world O
sis O
;) O
? O

keith B-PERSON
zeuner E-PERSON
think O
I'm O
refreshing O
and O
invigorating O
:) O

#HANDLE# O
aynen O
katiliyorum O
bursa O
sevilmez O
mi O
yaa O
:) O
gel O
bursaya O
da O
bi O
nebzede O
olsa O
isinirsin O
:) O

annemi O
sinir O
etmeye O
bayılıyorum O
ya O
:D O

sikitir O
giit O
kanka O
ya O
:D O
kıtlığını O
ört O
bas O
etmeye O
calısma O
:DD:d:d: O

#HANDLE# O
degisik O
bi O
ornekmis O
:D O

fizik O
çalışıyoruz O
:( O

#HANDLE# O
3 O
çocuğum O
var O
bakireyim O
:) O

ashlyn B-PERSON
ipsen E-PERSON
think O
I'm O
spur O
and O
impulse O
:) O

Çok O
yakında O
şizofren O
olucam.Hayali O
bi O
kahraman O
yaratıp O
sabah O
akşam O
takılıcaz.En O
güzeli O
valla,kimseden O
hayır O
yok O
:D O

#HANDLE# O
ne O
fazlasi O
yaa O
ben O
daha O
neler O
duydum O
hakkimda O
sarhostum O
heralde O
hatirlamiyom O
ben O
:D O

cayla B-PERSON
elnick E-PERSON
think O
I'm O
184. O
Extracted O
:) O

İdiot O
mal O
demekmis O
lan O
:( O

#HANDLE# O
Gerçekten O
de O
seksi O
:D O
Zaten O
o O
seksi O
boyumuz O
bizim O
:D O

Sppppoooorrrrr O
:) O

Askımın O
tweetı O
acık O
kalmıs. O
Senı O
bıde O
mıstıgı O
cok O
sevıyoruuummm. O
Iyı O
varsın O
kankaaa O
? O
hadı O
by O
burcın S-PERSON
ben O
:D O

Bugüün O
benim O
Seda S-PERSON
doğum O
günün O
kutlu O
olsun O
kardişş O
seni O
çoook O
seviyorummm O
:) O
? O
#HANDLE# O

Ulan O
psikoloji O
dersinden O
nefret O
ediyorum O
adam O
geliyor O
sinifa O
kagitlari O
dagitiyor O
deftere O
yaz O
kontrol O
yapicam O
diyo O
oh O
keyife O
bak O
:D O

#HANDLE# O
i O
want O
you O
in O
my O
bedroom O
#HANDLE# O
:) O

#HANDLE# O
yaşlımı O
vay O
bunu O
hatırlatırım O
ankaraya S-LOCATION
geldiğimizde O
gundilere O
:)) O
tmm O
bidahaki O
geldiğimde O
sana O
takılıyorum O
:) O

#HANDLE# O
Mesaj O
attığımızda O
nasıl O
dörtyolda O
oluyosun O
anlamadım O
:D O

RT O
#HANDLE# O
#HANDLE# O
#HANDLE# O
#HANDLE# O
sen O
hilal B-PERSON
cebeciyle E-PERSON
bana O
tuzak O
kurup O
yaparken O
iyidi O
ama O
:( O

#HANDLE# O
afiyet O
olsun O
:) O

#HANDLE# O
kankı O
yardırıyoruuuzz O
:D O

#HANDLE# O
Yapan O
O'ysa O
evet O
:D O

#HANDLE# O
peki O
:) O

#HANDLE# O
#HANDLE# O
Ben O
de O
bende. O
Nerdeyse O
ağlıcaktı O
kırılıncaa O
:D O

#HANDLE# O
oww O
ciddi O
mi O
:D O
ben O
2 O
saattr O
sallana O
sallana O
sözde O
çalışıyorum O
:D O

#HANDLE# O
apaçi O
gibiler O
de O
o O
yüzden O
dedim O
:D O

#HANDLE# O
abi O
şöyle O
bir O
tur O
yapsan O
ne O
iyi O
olur. O
Canlı O
canlı O
geeel O
derdik. O
:) O

#HANDLE# O
naber O
:) O

yani O
demem O
o O
ki O
klip O
bildigin O
homoerotik O
haci O
:) O
#girlgonewild O

Silivriye O
gelirken O
nasil O
yardirdigimi O
gorseydin O
saga O
cek O
inicem O
derdin O
:D O
:D O

#HANDLE# O
#HANDLE# O
biz O
duruşmadayız O
yahu O
bu O
saatte O
:( O
, O
sana O
iyi O
eğlenceler O
Ülevcim O
:) O

#HANDLE# O
Lann O
mal O
mısın O
saçmalama O
şaka O
yapmıştım O
ben O
yavrumm O
yerim O
lan O
seni O
:D O

RT O
#HANDLE# O
#HANDLE# O
canım O
sıkıldııı O
:) O

RT O
#HANDLE# O
Bir O
adam O
kalbimizi O
kırdıgında O
3 O
senede O
geçse O
üstünden, O
onu O
gördüğümüzde O
aynı O
acıyı O
hisederiz O
ama O
erkekler O
kafayı O
yast O
... O

#HANDLE# O
babam O
tamirciye O
sormuş O
su O
kaçmış O
demiş O
içine O
taa O
yazın O
kaçmıştı O
ama O
ya O
yarın O
götürcek O
servise O
:( O

#10yildanedegisti O
Fikirlerini O
yazanlarla O
ya O
da O
'yumurta' O
atanla;adam O
öldüren O
ya O
da O
tecavüz O
eden O
aynı O
kefeye O
konmaya O
başlandı O
daha O
ne O
olsun! O

#HANDLE# O
#AslihanGurbuzuSeviyorum O
hem O
de O
coook O
:) O

#HANDLE# O
sevin O
sevin O
:D O

#HANDLE# O
aman O
nasıl O
olsun O
ders O
ders O
ders O
sen O
napıyosun O
daha O
iyi O
misin O
? O
:D O

#HANDLE# O
Bende O
çok O
hastayım O
o O
yüzden O
yaptım O
:) O

#HANDLE# O
hayıır O
:( O

Muhteşem O
yüzyıl O
zamanııı O
:) O

#HANDLE# O
gelcem O
len O
ama O
önce O
dujj O
:D O

#HANDLE# O
Ömer B-PERSON
KÖROĞLU E-PERSON
Gittin O
Ya.'' O
/Beni O
ağlatan O
her O
şarkıda O
sigaranın O
dumanını O
ciğerlerimde O
hissediyorum./ O
. O

Okey O
atilir O
bu O
gece O
:) O

#HANDLE# O
Al O
lan O
beni O
airporttan O
:D O

#HANDLE# O
oo O
ne O
diyosun O
bir O
salonda O
bir O
de O
odamda O
yapyım O
süper O
oldu O
:D O

#TÜRKÜNUZAYLAİMTİHANI O
zamanı O
:) O

#HANDLE# O
#HANDLE# O
Biri O
ben O
kazandım O
mı O
demişti O
??? O
:D O

#HANDLE# O
Ahaha O
bence O
sen O
dikkat O
etmelisin. O
:D O

#HANDLE# O
FB S-ORGANIZATION
nece O
ildi O
kubok O
uda O
bilmir? O
:D O

#HANDLE# O
Hiç O
itiraz O
da O
etmesun O
kuzum O
:) O

#HANDLE# O
Önce O
follow O
demişsin, O
sonra O
ben O
sana O
diyince O
bi O
baktım O
unfollow O
:( O

#HANDLE# O
oda O
bende O
kalsin O
:) O

#HANDLE# O
Keko O
xwîşka O
te O
îro O
pir O
betilî O
:( O
#HANDLE# O

#HANDLE# O
özele O
gelsene O
kanka O
sana O
birşeyler O
izlettircem O
:D O

#HANDLE# O
iyiyimm O
, O
seen? O
ve O
görev O
tamamlanmış O
galiba O
:D O

#HANDLE# O
saol O
:) O

Gereksiz O
bir O
dizi O
daha O
Türk'ün O
Uzayla O
İmtihanı O
ben O
böyle O
bir O
dizide O
oynamaya O
utanırım.demek O
ki O
para O
adamı O
böyle O
oynatıyor. O

#olmekuzereolsam O
nefret O
ettiklerimden O
intikam O
alırdım. O
Neyse O
ki, O
ölmüyorum O
panik O
yapmayın O
:) O

samuel O
debenham O
think O
I'm O
indispensable O
and O
irreplaceable O
:) O

#HANDLE# O
Sayın O
berksan B-PERSON
Varol E-PERSON
(!) O
Devrimm O
Evinnnnnn O
:D O
:D O
:D O
:D O
:D O
:D O
:D O
:D O
Sizi O
Deli O
Etmeyi O
Seviyorum O
ben O
Yaaaa O
:D O
:D O
:D O
:D O
:D O

ben O
bu O
kızların O
ciğerini O
bilirim O
:D O

#HANDLE# O
Süs O
olsun O
diye O
atmıyosun O
heralde O
tabi O
okucaz O
mal O
:D O

#HANDLE# O
peki O
öyle O
olsun. O
sen O
dm O
gelsene O
bak O
ne O
anlatcam O
:D O

#HANDLE# O
cakır&polat O
:) O

#olmekuzereolsam O
nefret O
ettiklerimden O
intikam O
alırdım. O
Neyse O
ki, O
ölmüyorum O
panik O
yapmayın O
:) O

#HANDLE# O
polat S-PERSON
:) O

RT O
#HANDLE# O
#HANDLE# O
lazim O
gelende O
men O
de, O
biterem O
goy O
chemende. O
men O
lazimin O
qiziyam, O
qiziyam, O
yanagi O
qirmiziyam-qirmiziyam O
:D O

Bugün O
tam O
3 O
tane O
caramio O
yedim O
:D O
tatları O
süperr O
:D O

Hic O
bisey O
eskisi O
gibi O
olmayacaaaak O
:) O

#HANDLE# O
off, O
olmaması O
gereken O
bişey O
oldu O
sanırııım O
:( O

#HANDLE# O
hahahha O
abi O
sizin O
okunda O
ki O
İrem O
Işığı O
tanıyormusun O
:D O
-Türkkent O

Bunlara O
ne O
izin O
veriyorsun O
gösteri O
felan O
neyine, O
adam O
gibi O
kutlamazlar O
sonrada O
yok O
efendim O
dialog O
yok O
efendim O
Barış. O

Artık O
inanmıyorum O
... O

#HANDLE# O
#HANDLE# O
Eski O
günleri O
anarız O
kardeşim O
sende O
özlettin O
kendini O
:) O

#HANDLE# O
#HANDLE# O
tabi O
ki O
yaptığı O
o O
güzel O
şeylere O
!!!!!1 O
:) O

RT O
#HANDLE# O
#HANDLE# O
lazim O
gelende O
men O
de, O
biterem O
goy O
chemende. O
men O
lazimin O
qiziyam, O
qiziyam, O
yanagi O
qirmiziyam-qirmiziyam O
:D O

#HANDLE# O
evet O
bebişim O
bugünde O
dediğim O
gibi O
kimseyi O
takma O
sen O
uygulmaya O
geç O
;) O

#HANDLE# O
what O
the O
hell O
ya O
virüsse O
virüs O
indirecem O
:D O

Bugün O
tam O
3 O
tane O
caramio O
yedim O
:D O
tatları O
süperr O
:D O

olmayınca O
olmuyormuş O
olduda O
bızmı O
olduramadık O
:D O

Hic O
bisey O
eskisi O
gibi O
olmayacaaaak O
:) O

#HANDLE# O
off, O
olmaması O
gereken O
bişey O
oldu O
sanırııım O
:( O

#HANDLE# O
hahahha O
abi O
sizin O
okunda O
ki O
İrem S-PERSON
Işığı O
tanıyormusun O
:D O
-Türkkent O

Bunlara O
ne O
izin O
veriyorsun O
gösteri O
felan O
neyine, O
adam O
gibi O
kutlamazlar O
sonrada O
yok O
efendim O
dialog O
yok O
efendim O
Barış. O

Artık O
inanmıyorum O
... O

#HANDLE# O
#HANDLE# O
Eski O
günleri O
anarız O
kardeşim O
sende O
özlettin O
kendini O
:) O

Canlarım O
Dostlarım O
Cuma S-DATE
Cumartesi S-DATE
nerdesiniz O
? O
Efendim O
? O
İste O
bu O
el'Alemdesiniz O
;) O
Ailenizin O
O O
sesi O
Özer O
BALKAN O
rez: O
312 O
428 O
05 O
15 O

#HANDLE# O
Bence O
trabzon<e_enamex> S-LOCATION
fenere S-ORGANIZATION
rakip O
olamaz. O
beşiktaş<e_enamex> S-LOCATION
veya O
antalya<e_enamex> S-LOCATION
iyidir. O
ki O
ben O
bugün O
samsunsporuma S-ORGANIZATION
da O
şans O
tanıyorum O
:) O

Seni O
seviyorum O
diyen O
şahıss O
> O
ne O
diyeyim O
bende O
kendimi O
seviyorum O
:D O

#HANDLE# O
#HANDLE# O
tabi O
ki O
yaptığı O
o O
güzel O
şeylere O
!!!!!1 O
:) O

#HANDLE# O
evet O
bebişim O
bugünde O
dediğim O
gibi O
kimseyi O
takma O
sen O
uygulmaya O
geç O
;) O

#HANDLE# O
what O
the O
hell O
ya O
virüsse O
virüs O
indirecem O
:D O

olmayınca O
olmuyormuş O
olduda O
bızmı O
olduramadık O
:D O

Demokratik O
oldugumu O
düşünüyorum.ama O
bu O
kadar O
soyu O
sopu O
belli O
olmayan O
adamın O
milletimin O
meclisinde O
olmasını O
kabul O
edemiyorum. O

Canlarım O
Dostlarım O
Cuma S-DATE
Cumartesi S-DATE
nerdesiniz O
? O
Efendim O
? O
İste O
bu O
el'Alemdesiniz O
;) O
Ailenizin O
O O
sesi O
Özer B-PERSON
BALKAN E-PERSON
rez: O
312 O
428 O
05 O
15 O

#HANDLE# O
Bence O
trabzon<e_enamex> S-LOCATION
fenere S-ORGANIZATION
rakip O
olamaz. O
beşiktaş<e_enamex> S-LOCATION
veya O
antalya<e_enamex> S-LOCATION
iyidir. O
ki O
ben O
bugün O
samsunsporuma S-ORGANIZATION
da O
şans O
tanıyorum O
:) O

Sadece O
bazi O
insanlar O
rolunu O
cok O
iyi O
oynuyo O
;) O

Seni O
seviyorum O
diyen O
şahıss O
> O
ne O
diyeyim O
bende O
kendimi O
seviyorum O
:D O

Yarın O
yine O
deneme O
var O
ooof O
off O
of O
of O
of O
of O
of O
:( O

Demokratik O
oldugumu O
düşünüyorum.ama O
bu O
kadar O
soyu O
sopu O
belli O
olmayan O
adamın O
milletimin O
meclisinde O
olmasını O
kabul O
edemiyorum. O

Saatler O
sonra O
Sporr O
biterr O
:) O

Sadece O
bazi O
insanlar O
rolunu O
cok O
iyi O
oynuyo O
;) O

#HANDLE# O
Çok O
tatlıı O
:) O

#HANDLE# O
kaveden O
adam O
lazim O
mi? O

Yarın O
yine O
deneme O
var O
ooof O
off O
of O
of O
of O
of O
of O
:( O

#HANDLE# O
8 O
misin O
sende O
:) O
kolay O
inkilap O
kizz O
:) O
kopya O
cek O
:D O

Saatler O
sonra O
Sporr O
biterr O
:) O

#HANDLE# O
biliyorum O
:D O
Sil O
o O
fotoğrafıı O

#HANDLE# O
Çok O
tatlıı O
:) O

#HANDLE# O
kaveden O
adam O
lazim O
mi? O

#HANDLE# O
ve O
suan O
20.21 S-TIME
artik O
seyinde O
degilsin O
:D O

#HANDLE# O
olmazsa O
olmazım O
:P O
frişap O
köpeği O
olsun O
:D O

#HANDLE# O
8 O
misin O
sende O
:) O
kolay O
inkilap O
kizz O
:) O
kopya O
cek O
:D O

#HANDLE# O
yamalı O
kalbim O
:( O

#HANDLE# O
resmdeki O
pembeli O
kiim O
:( O
msj O
atamıorum O
hala O
:(((( O

#HANDLE# O
bilirim O
o O
duyguyu O
insanı O
çok O
geliştiriyor O
başka O
birine O
dönüyorsun O
:) O
teşekkürler O

#HANDLE# O
biliyorum O
:D O
Sil O
o O
fotoğrafıı O

#HANDLE# O
ve O
suan O
20.21 S-TIME
artik O
seyinde O
degilsin O
:D O

#HANDLE# O
olmazsa O
olmazım O
:P O
frişap O
köpeği O
olsun O
:D O

#HANDLE# O
Nolduu O
bee O
yaa O
:D O

#HANDLE# O
ne O
yap O
ne O
et O
bize O
de O
faydan O
dokunsun O
diyim O
o O
zaman O
:D O
neyse O
ya O
ben O
dizimi O
izliycem O
haftyada O
3 O
gn O
izliyom O
zaten. O
kib O
görüşürüz. O

#HANDLE# O
taylan O
gonderdi O
:) O
saygilar O
#HANDLE# O
#HANDLE# O

belki O
yanlış O
zaman, O
ama O
kesinlikle O
yanlış O
insan O
değil. O
zaman O
da O
doğruyu O
bulur O
ilerde O
elbettt O
;) O

#HANDLE# O
hahaha O
sorma O
:D O

#HANDLE# O
tamam O
:) O

#HANDLE# O
hihihi O
:) O
bende O
seni O
seviyorum O
<3 O

burnuma O
peçete O
dayanmıyor O
tuvalet O
kağıtlarıyla O
geeziyorum O
keşke O
okul O
çantama O
da O
sığsa O
:D O

#HANDLE# O
Pelin O
ablaa O
ne O
olur O
duy O
sesımızı O
cvp O
ver O
bizee O
:( O
<3 O

bazı O
çocuklar O
var O
gerçekte O
harika O
sempatik O
ay O
anam O
yerim O
ben O
onları,ama O
fbook S-ORGANIZATION
profillerine O
bir O
giriyorum O
bakıyorum O
xd'ler O
havada O
ucusuyo. O

#HANDLE# O
tabi O
yaa O
:) O
reis O
bu O
hafta O
toplanti O
Kitchenette S-ORGANIZATION
'daydi O
da O
benim O
mi O
haberim O
yoktu O
:) O

#HANDLE# O
:))) O
hay O
Allahım, O
orası O
mı O
dikkatini O
çekti. O
Grup O
mailleri O
onlar, O
acelesi O
yok O
:) O

Seni O
seviyorum O
demek O
kolay. O
Asıl O
zor O
olan O
dal O
sarkar O
kartal O
kalkar, O
kartal O
kalkar O
dal O
sarkar O
demek O
:D O

Annemle O
koşuya O
çıkıyoruuuz O
:) O

Bu O
Trabzonspor S-ORGANIZATION
adamı O
sinir O
hastası O
ederr O

#HANDLE# O
çok O
pahalı O
2012'ler O
ya O
:D O

RT O
#HANDLE# O
#HANDLE# O
allah O
razı O
olsun O
:D O

Seni O
bana O
yazılmış O
bir O
şarkı O
zannettim O

Begüme S-PERSON
.k'nin O
aciklamasini O
yapiyoorumm O
:D O

#HANDLE# O
buna O
çok O
güldüm O
:D O

RT O
#HANDLE# O
Sen O
tırnaklarına O
saatlerce O
french O
yaptır, O
fön O
çektir, O
makyaj O
yap, O
şıkır O
şıkır O
giyin; O
adam O
gelsin O
sadece O
memelerine O
bak O
... O

Hergün O
Bir O
Hüsran'la O
Uyanıyorum O

Her O
Akşam O
Bir O
Korkuyla O
Uyuyorum O

Dahada O
Önemlisi O
Artık O
SEvilmiyorum... O

Var O
mı O
Beni O
SEven O
:D O

#HANDLE# O
Heh O
böyle O
diyceksin O
o O
zaman O
:) O
yok O
okul O
bitmedi O
yok O
alaylıyım O
yok O
utanıyorum O
topuna O
girmiycen O
:)) O
ve O
bol O
bol O
L&M O
alıcan O
:))) O

#HANDLE# O
evet O
canim O
malesef O
:/ O
sen O
seneye O
dimi? O
Allah O
kolaylik O
versin O
:) O

#HANDLE# O
yani O
senden O
çalmadım O
:D O

#HANDLE# O
iyi O
böyle O
devam O
ettt O
sen O
yine O
yalns O
yapıcaksın O
:D O

Yetenek O
sizsinizde O
kopekler O
toplama O
cikarma O
yapsin O
bizim O
burdakiler O
anca O
beni O
kovalasin O
:D O
:D O

#HANDLE# O
#HANDLE# O
kedinin O
ismi O
comolokko O
olsun O
kafamız O
rahat O
olsun O
:) O

RT O
#HANDLE# O
#10yildanedegisti O
10 O
sene O
önce O
zar O
zor O
geçinen O
adam O
bugün O
gene O
zar O
zor O
geçiniyor O
ama O
cebinde O
İphone S-ORGANIZATION
Blackberry S-ORGANIZATION
var. O

#HANDLE# O
ben O
özledimmm O
:) O

#HANDLE# O
tamam O
annesi O
yuzumuz O
kollarımız O
tamamen O
boya O
oldu O
:) O

#HANDLE# O
20 O
yaşına O
geldin O
hala O
zaa O
diye O
gülüyosun O
ben O
seninle O
neyi O
tartışıyım O
ki O
:D O

Hayat O
bazennn O
Çağatay B-PERSON
Ulusooy E-PERSON
:) O
<3 O

ders O
çalışcam O
karnım O
aç O
eee O
aç O
ayı O
oynamaz O
tabi O
:) O

#HANDLE# O
ona O
lafım O
yok O
askım O
yaaa O
ahahahah O
:) O

Bazı O
şarkılar O
bir O
insandan O
daha O
iyi O
siker. O

Deme O
öyle O
deme O
deme O
:D O

#HANDLE# O
ahaha O
sakaci O
ozge S-PERSON
:D O

#HANDLE# O
#HANDLE# O
#HANDLE# O
#HANDLE# O
uzun O
vadede O
Besiktasin<e_enamex> S-LOCATION
sampiyonluguna O
oyna O
abi O
daha O
buyuk O
surpriz O
mi O
olur O
:) O

#HANDLE# O
arkamda O
yanan O
ufoma O
rağmen O
uyuyamıyorum O
yanlıs O
anlama O
elektrik O
faturası O
cok O
gelıyor O
dıye O
senı O
sevmıyor O
değilim O
SERSERİM O
:( O

#HANDLE# O
nasil O
pisliksin O
belli O
degil O
var O
ya O
nasil O
uydurdu O
ya O
:D O
hala O
inege O
guluyorum O
yemin O
ederim O
oooff O
karniim O
:D O

Didemlerle S-PERSON
yok O
yazıldık O
biz O
bugün O
hihi O
:D O

#HANDLE# O
benden O
zeki O
olamaz O
hisseder O
ve O
istedigini O
vermem O
ona O
:) O

hugh S-PERSON
think O
I'm O
garbled O
:) O

#HANDLE# O
ya O
yok O
ne O
ezmesi O
ayip O
ediyon O
bak O
simdi O
:D O
sen O
baraji O
her O
turlu O
gecersi O
guven O
bana O
:D O

#HANDLE# O
ahmet B-PERSON
hamdi I-PERSON
tanpınar E-PERSON
'bir O
adın O
kalmalı O
geriye' O
:) O

Berhan S-PERSON
nesquik O
getirmis O
yarisalim O
en O
cabuk O
kim O
bitiriyo O
diyo O
ya O
allam O
:D O

#HANDLE# O
Ama O
bu O
yapılır O
mi O
bana O
:) O

RT O
#HANDLE# O
Ask.fm O
maceram O
buraya O
kadarmis...... O
Alper S-PERSON
ve O
Tarik S-PERSON
olunca O
oyle O
oldu O
:D O

#HANDLE# O
evettt O
:D O

#HANDLE# O
amiin O
aminn O
:D O

Antalyasporun O
forma O
reklaminin O
Adam&Eve O
olmasi O
da O
ilgincmis O
:) O

Olduğu O
kadar, O
olmadığı O
kader O
:) O

#HANDLE# O
#HANDLE# O
#HANDLE# O
Adanalı O
olan O
birine O
sorunuz.Malum O
ADANA S-LOCATION
yemeğidir O
içli O
köfte.tv O
programlarına O
bile O
konu O
olmştu O

andreas B-PERSON
mautner E-PERSON
think O
I'm O
gigantic O
and O
portentous O
:) O

#HANDLE# O
ama O
2 O
hafta O
sonra O
daha O
cok O
isterim O
:D O

Yaz O
gelse O
de O
şöyle O
yapsam, O
şuraya O
gitsem, O
bunu O
yesem. O
Tweetlerim O
neden O
hep O
yaz O
üzerine O
atılmış, O
bu O
ne O
yoğunluktur. O
:) O

#HANDLE# O
#HANDLE# O
#HANDLE# O
#HANDLE# O
#HANDLE# O
#HANDLE# O
iyi O
akşamlar O
benden O
gün O
bitti, O
5 O
saat O
bisiklet O
tepesinden O
sonra O
:) O

Panpiş O
babam O
sevdgm O
tatlıdan O
almş O
:) O
ayrlgmı O
kutluyrz O
glbaa. O
:) O

Feriha S-PERSON
: O
R O
kim O
? O

Emir S-PERSON
: O
Boşver O
onu O
sen O
canım O
öcü O
o O
öcü O
:D O

- O
Bir O
gün O
Bakırköy S-LOCATION
ki O
heykelin O
karşısına O
geçip O
diyeceğim O
ki; O
abi O
hiç O
bir O
şey O
düşündüğün O
gibi O
değil. O
;) O

#HANDLE# O
istanbulu S-LOCATION
özletmeyecek O
kadar O
güzeldir O
:) O

#HANDLE# O
dinle O
bir O
an O
evvel O
çok O
eğlenceliler O
kısa O
boylu O
olan O
favorim O
:) O

#HANDLE# O
ne O
diyim O
lan O
:D O

#HANDLE# O
dur O
onlari O
biz O
eleyecez O
:) O

yinemı O
20:20 S-TIME
hepmi O
düşünuyor O
acaba O
:D O

Ay O
saçlarım O
kabarık O
kabarık O
oldu O
çok O
hoş!! O
:D O

#HANDLE# O
#HANDLE# O
carkifelekteki S-ORGANIZATION
petek B-PERSON
dincozu E-PERSON
gordum O
bu O
bi O
kac O
snlik O
tavma O
bu O
twite O
sebep O
oldu O
;) O

#HANDLE# O
Seviliyosun O
ablaam O
:) O

#HANDLE# O
bulantı O
hapı O
alaydın O
:D O
ii O
gelir O

#HANDLE# O
haha O
kanka O
cok O
icerlemissin O
be O
:D O

#HANDLE# O
Farketmez O
adam O
olsada O
oynatmaz.Soruyorum O
sana O
gökay O
christianin O
yerinde O
oynasa O
cok O
mu O
daha O
kötü O
oynariz O

RT O
#HANDLE# O
elif S-PERSON
be O
te O
s O
ç O
s O
ok O
kib O
bye O

#HANDLE# O
Haklıyım O
ayrıca O
evet O
iyiyim O
:D O

Düşündüm O
düşümden O
ayrı O
kaldım. O
Ne O
güzel O
laf, O
ne O
güzel O
şarkıydı. O
Güzel O
de O
kafaydı. O
Melankoli O
de O
yaşanmaya O
değerdir. O
Es O
geçme O
yaşa. O

#HANDLE# O
Amin O
efendim O
:( O
Rabbim O
sabrı O
ecir O
versin O
inşaALLAH O
.. O

#HANDLE# O
rahat O
rahat O
dedikodu O
yapalmmmm O
:) O

#HANDLE# O
peki O
:) O

#HANDLE# O
doğru O
olması O
kesin O
olduğundan, O
bilgi O
iç O
açıcı O
olmayınca O
, O
insan O
yanlış O
olma O
umuduyla O
sorguluyor O
, O
umut O
işte O
:( O

#HANDLE# O
nasılsın O
:) O

#HANDLE# O
iyiym O
şekerim O
sen O
nasılsn O
:) O

bu O
sene O
okuldan O
atılmazsam O
valla O
ıyıdır O
:D O

#HANDLE# O
peki O
orti O
:) O

#HANDLE# O
I'm O
gonna O
follow O
:) O

ben O
geldiiiiiiim O
:) O

Olley O
egeler S-PERSON
bizdeymis O
kapiyi O
bana O
o O
acti O
yeriiim O
:) O

#HANDLE# O
vay O
anasını O
büyüksünüz! O
:D O

#HANDLE# O
yazmıs O
ya O
bu O
ne O
diye O
türkce O
bi O
tweete O
:D O

bugün O
iki O
kere O
sacımı O
yıkadım O
:D O

Makyajsız O
da O
yaşayabilirm O
:) O

#HANDLE# O
eheheheh O
ben O
buldum O
ve O
direkt O
unfollow O
ettim O
;) O

Benım O
aklıma O
gelen O
hemen O
basıma O
gelır O
mesela O
:) O

#HANDLE# O
bekkleee O
:) O

ebru S-PERSON
süper O
kızdırr O
:) O

#HANDLE# O
44Gün O
var O
derken O
2gün O
kaldı. O
heyecan O
sardı. O
..! O
Ne O
olucak O
bu O
halim? O
ama O
o O
kulisi O
yıkıp O
geçicem. O
:) O

arka O
plan O
nihayet O
istedigim O
gibi O
oldu O
sonunda O
:) O

#HANDLE# O
Anlıyorum O
bizi O
twit O
yağmuruna O
tutmandan O
:) O

Egeyle S-PERSON
Berk S-PERSON
RDS O
ye O
kalmadı O
o O
kadar O
sınıfına O
cıkmıstım O
bideee? O
:( O
:D O
Gelseydiler O
iydi O
kopardık O
ya. O

#HANDLE# O
xûyayi O
tû O
çibû O
Newroz'ê O
:) O
#HANDLE# O

Türkün O
Uzayla O
İmtihanı O
gerçekten O
güzel O
bir O
diziye O
benziyor O
:) O

#HANDLE# O
SendeN O
ne O
habeR O
:) O

#HANDLE# O
#HANDLE# O
anılla O
evlenicekmişte O
adadan O
dönünce O
planlarını O
kuruyoruz O
:D O

RT O
#HANDLE# O
Murad B-PERSON
Küçük E-PERSON
son O
sürat O
devam O
#HANDLE# O
:) O

#HANDLE# O
iyi O
bende O
sıkıldım O
:D O

#HANDLE# O
kopuyomuyuzzz O
300 O
- O
500 O
:D O

#HANDLE# O
kusura O
bakma O
ya O
, O
o O
bi O
kaç O
kişiye O
daha O
olmuştu O
:D O

#HANDLE# O
adam O
kim O
? O

#HANDLE# O
haha O
oku O
çok O
hoşuma O
gitti O
çeviriliyor O
diye O
okudum O
hiç O
konuya O
bakmadan. O
Öyle O
hemen O
aşık O
olan O
arkideşler O
yok O
:D O
cindrella S-PERSON
baz O
alınmış O

#HANDLE# O
evet O
dikkat O
ederek O
şaaptım O
böyle O
ilk O
bakışta O
hoş O
inceleyince O
biraz O
nö O
:D O
taam O
dinlerik O
kanki O
sonra O
The O
Wanted O
fan O
club O
oluyomuşuz O
:D O

#HANDLE# O
ya O
onu O
bunu O
bırakta O
Hayko O
muhabbetinden O
ne O
haber? O
:) O

#HANDLE# O
#HANDLE# O
banada O
dınlettı O
ya O
bılıyor O
msn O
? O
:D O

RT O
#HANDLE# O
#HANDLE# O
5. O
Spanish, O
German, O
Portuguese, O
English O
and O
French O
:) O

RT O
#HANDLE# O
Bugun O
dogan O
hocadan O
voleybol O
topu O
istedim,yanindakileri O
gostererek O
''sec O
begen O
al'' O
dedi. O
Adam O
komik O
gencler O

RT O
#HANDLE# O
#HANDLE# O
arabaya O
benzin O
atmayı O
biliyon O
bu O
1,ha O
bi O
de O
soyadımı O
